lemma	pos	count
Tomas	Nf	139527
pavadinti	V	139472
nusikalsti	V	139438
pašalpa	N	139218
laikinai	R	139196
kursas	N	139120
matyt	Q	139093
gerti	V	138919
minimalus	A	138810
raudonas	A	138505
advokatas	N	138213
argumentas	N	137960
paslaptis	N	137960
statistika	N	137944
tarsi	R	137942
bankrotas	N	137766
sportininkas	N	137732
Palanga	Ng	137708
apdovanojimas	N	137554
deklaracija	N	137344
ž.	Y	137295
nors	Q	137200
parašas	N	137010
reikšmė	N	136832
tradicija	N	136828
įteikti	V	136785
tikti	V	136726
olimpinis	A	136576
įsigaliojimas	N	136355
stalas	N	136310
konkurencija	N	136231
aiškiai	R	136150
jausmas	N	136114
varžovas	N	136053
prasmė	N	135873
susidaryti	V	135843
tabakas	N	135765
Antanas	Nf	135541
alga	N	135465
atidaryti	V	135427
metodas	N	135006
pasinaudoti	V	134872
sėdėti	V	134292
taikymas	N	134252
išgirsti	V	134100
kiemas	N	134038
jaunuolis	N	134005
strateginis	A	133946
pavesti	V	133721
valgyti	V	133671
paprašyti	V	133649
režimas	N	133313
istorinis	A	133160
kortelė	N	133095
tarti	V	133035
pasirodymas	N	132864
garsas	N	132821
medalis	N	132757
seniūnija	N	132673
pacientas	N	132607
nugalėtojas	N	132557
atmesti	V	132406
sodas	N	132244
eksportas	N	132213
išaugti	V	132151
mokyti	V	132072
investuoti	V	131798
žingsnis	N	131690
serija	N	131670
žurnalas	N	131529
akcininkas	N	131362
amerikietis	N	131080
mažmeninis	A	131069
ankstus	A	131064
referendumas	N	130970
prisidėti	V	130881
verti	V	130690
miestelis	N	130664
mat	Q	130658
tuo	C	130591
įvartis	N	130556
atitinkamai	R	130364
opozicija	N	130157
britas	N	130143
vadovė	N	130125
realus	A	129978
valdytojas	N	129975
viltis	N	129801
perkelti	V	129751
siųsti	V	129680
STR	Y	129486
dukra	N	129391
kuras	N	129108
Marijampolė	Ng	129100
dovana	N	129053
vežti	V	129013
keistas	A	128916
darbotvarkė	N	128904
gi	Q	128899
mobilus	A	128875
apmokestinti	V	128647
šokis	N	128591
ten	R	128488
pirmenybė	N	128365
alkoholinis	A	128048
temperatūra	N	128020
nuosprendis	N	127835
viešbutis	N	127646
investuotojas	N	127438
raginti	V	127251
sėkmingai	R	127251
Mindaugas	Nf	127078
nuobauda	N	127057
kažkoks	P	126986
apskritai	R	126963
savivalda	N	126831
Švedija	Ng	126675
seniai	R	126660
filialas	N	126641
aukštas	N	126623
stilius	N	126484
prognozuoti	V	126459
direktorė	N	126337
teigiamas	A	126222
federacija	N	126141
pralaimėti	V	126127
LRT	Y	126095
užsiimti	V	126050
neteisėtas	A	126009
Japonija	Ng	125924
garbė	N	125887
patikslinti	V	125806
pertrauka	N	125729
karštas	A	125724
nutartis	N	125714
sėkmė	N	125674
policininkas	N	125592
korupcija	N	125494
paleisti	V	125415
pilietybė	N	125312
teisti	V	125306
biblioteka	N	125245
žydas	N	125182
kanceliarija	N	125165
mada	N	125146
vadintis	V	124946
patarėjas	N	124860
narkotikas	N	124793
elektrinis	A	124748
atiduoti	V	124709
žalias	A	124579
prisipažinti	V	124395
uždavinys	N	124388
skrydis	N	124326
vidurinis	A	124299
kopija	N	124111
pirminis	A	124063
lygus	A	123988
juosta	N	123940
valiuta	N	123810
netinkamas	A	123371
patarti	V	123308
AB	Y	123180
viešai	R	123148
pokytis	N	123084
pirmininkė	N	123048
veterinarija	N	123010
rinkliava	N	122848
palūkanos	N	122791
lentelė	N	122760
keliauti	V	122678
skyrimas	N	122604
dienraštis	N	122532
kaunietis	N	122392
Kęstutis	Nf	122289
etika	N	122166
akcizas	N	122161
grėsmė	N	122128
mesti	V	121899
Irakas	Ng	121832
įvertinimas	N	121741
perimti	V	121736
smulkus	A	121546
išspręsti	V	121221
lenktynės	N	121094
prireikti	V	121066
IV	M	121023
kalnas	N	120932
prižiūrėti	V	120867
remtis	V	120817
akademija	N	120699
futbolininkas	N	120620
leidinys	N	120604
ko	R	120570
variklis	N	120308
regioninis	A	120300
pašalinti	V	120004
apyvarta	N	119987
atžvilgis	N	119952
paieška	N	119932
įrodymas	N	119888
atsidurti	V	119796
riboti	V	119738
Juozas	Nf	119529
bijoti	V	119525
pastanga	N	119459
dviratis	N	119445
sutuoktinis	N	119195
palankus	A	119054
organizmas	N	118954
oda	N	118901
nagrinėjimas	N	118825
kelis	N	118639
šalia	S	118589
liberalas	N	118529
susidurti	V	118415
nenumatyti	V	118407
parlamentaras	N	118355
uždaryti	V	118327
arena	N	118206
šviesa	N	118203
tarpusavis	N	118194
surasti	V	118181
poilsis	N	118056
tautinis	A	118023
neaiškus	A	117982
turbūt	Q	117895
įmanomas	A	117888
normalus	A	117847
natūralus	A	117805
apmokėti	V	117795
Šilutė	Ng	117668
kilometras	N	117646
steigti	V	117441
didėti	V	117344
žinia	N	117266
registravimas	N	117230
apribojimas	N	117181
pridurti	V	117107
kaltinimas	N	116856
Druskininkai	Ng	116735
kasa	N	116707
dingti	V	116353
rūpintis	V	116303
suaugti	V	116294
įsigijimas	N	116276
standartas	N	116236
pagaliau	R	116203
pradinis	A	116073
pakilti	V	116051
pereiti	V	116035
išmokėti	V	116006
ė	I	115880
plaukas	N	115619
suvokti	V	115605
sandėlis	N	115438
auksas	N	115386
atimti	V	115280
nužudyti	V	115092
pan.	Y	115039
pakviesti	V	115033
kanalas	N	114941
gimnazija	N	114857
tėvynė	N	114690
vėjas	N	114677
aštuoni	M	114617
menininkas	N	114491
bū	O	114383
Darius	Nf	114248
kilmė	N	114205
kūrėjas	N	114090
Telšiai	Ng	114046
premija	N	114031
apibrėžti	V	113923
atlikėjas	N	113860
suinteresuoti	V	113694
patenkinti	V	113513
upė	N	113308
įtvirtinti	V	113004
kadencija	N	112882
ekranas	N	112723
trūkumas	N	112722
vaisius	N	112551
aptikti	V	112297
įsikurti	V	112264
atkurti	V	111987
importas	N	111881
pratęsti	V	111777
pramoga	N	111748
kūryba	N	111702
užduotis	N	111565
santuoka	N	111489
pr.	Y	111364
uždirbti	V	111292
tiltas	N	111187
šildymas	N	111131
likimas	N	111106
gydyti	V	110941
trukmė	N	110925
judėjimas	N	110621
kreditorius	N	110565
kompensuoti	V	110527
aktyviai	R	110513
asignavimas	N	110298
Trejus	Ns	109988
atstovė	N	109967
pasitikėjimas	N	109889
protas	N	109715
ruoštis	V	109649
apsaugoti	V	109609
mėsa	N	109545
režisierius	N	109531
Gruzija	Ng	109307
dalyvavimas	N	109265
valia	N	109205
svoris	N	109168
pažinti	V	108977
grąžinimas	N	108721
blogai	R	108718
Graikija	Ng	108706
išnagrinėti	V	108670
šiuolaikinis	A	108657
apimti	V	108559
svetainė	N	108522
vnt.	Y	108433
išreikšti	V	108238
Artūras	Nf	108232
prievolė	N	108092
Al	Ng	107904
tiksliai	R	107812
investicinis	A	107597
baisus	A	107561
bendradarbiauti	V	107453
El	Ng	107413
keistis	V	107084
vedėja	N	106972
pigus	A	106969
Utena	Ng	106935
teisingas	A	106894
taika	N	106883
biudžetinis	A	106830
aparatas	N	106620
uždrausti	V	106519
žemas	A	106374
spėti	V	106325
savybė	N	106306
Kalėdos	Np	106304
pvz.	Y	106242
gynėjas	N	105992
gaila	R	105784
Adamkus	Ns	105751
daržovė	N	105713
aukcionas	N	105681
išsaugoti	V	105676
šeštas	M	105631
derinti	V	105596
skausmas	N	105220
Petras	Nf	105218
švęsti	V	105163
dainuoti	V	105123
firma	N	104930
nuotaika	N	104912
kolegija	N	104848
Sen	Ns	104763
sutikimas	N	104673
sodyba	N	104604
sankcija	N	104532
apklausti	V	104525
struktūrinis	A	104449
Anglija	Ng	104424
kasdien	R	104362
paukštis	N	104203
platus	A	103832
įkurti	V	103701
kristi	V	103685
Brazauskas	Ns	103431
gerbėjas	N	103391
dalinis	A	103386
gamtinis	A	103383
karalius	N	103353
preparatas	N	103311
įvesti	V	102998
sala	N	102947
prieštarauti	V	102917
smurtas	N	102910
griežtas	A	102774
tinkamai	R	102734
deklaruoti	V	102606
takas	N	102384
Turkija	Ng	102296
skelbimas	N	102250
sugrįžti	V	102250
paminėti	V	102055
neatitikti	V	101961
Tauragė	Ng	101949
pasienis	N	101940
dėti	V	101899
trauma	N	101808
literatūra	N	101753
laisvalaikis	N	101566
kaltas	A	101464
neįmanomas	A	101381
kampanija	N	101378
teisėsauga	N	101115
kontrolierius	N	101017
sesija	N	101011
berniukas	N	100989
traukti	V	100693
artėti	V	100591
atidėti	V	100581
valdininkas	N	100549
skirtis	V	100512
žymė	N	100409
nurodymas	N	100351
cm	Y	100140
kultūrinis	A	100095
BNS	Y	99983
profesorius	N	99885
reitingas	N	99851
seniūnas	N	99791
dangus	N	99708
pritaikyti	V	99517
ties	S	99407
skambėti	V	99336
mokestinis	A	99289
tšk.	Y	99177
grynas	A	99077
lydėti	V	98867
įprastas	A	98817
vežimas	N	98812
netaikyti	V	98690
turistas	N	98649
aktorė	N	98577
sužeisti	V	98543
cheminis	A	98506
anksto	R	98475
priekis	N	98462
kolekcija	N	98410
archyvas	N	98398
muzikinis	A	98292
grožis	N	98287
pa	N	98208
ha	Y	98194
esminis	A	98181
atlyginti	V	98180
skaičiavimas	N	98134
dvidešimt	M	98024
mastas	N	97978
masė	N	97958
apimtis	N	97931
liudijimas	N	97867
lankytis	V	97713
EEB	Y	97644
pasas	N	97616
misija	N	97603
vadovybė	N	97591
garantuoti	V	97565
vilnietis	N	97555
indėlis	N	97534
visuotinis	A	97347
Putinas	Ns	97071
Lithuania	Np	97036
demokratija	N	96857
klaipėdietis	N	96854
analizė	N	96662
vidinis	A	96626
teisėtas	A	96474
abejonė	N	96449
prekiauti	V	96295
prioritetas	N	96293
lankytojas	N	96277
aras	N	96258
restoranas	N	96176
Butkevičius	Ns	96155
prancūzas	N	96133
liaudis	N	96089
Saulius	Nf	95748
šokti	V	95718
prevencija	N	95692
įspūdis	N	95687
tiekti	V	95582
degalai	N	95388
LR	Y	95219
virš	S	95195
suimti	V	95194
kūdikis	N	95186
pusmetis	N	95007
pamoka	N	94996
laimingas	A	94943
panaudojimas	N	94916
pagalvoti	V	94898
dėkoti	V	94805
akivaizdus	A	94801
mažėti	V	94763
traukinys	N	94726
iškilti	V	94718
ekspertizė	N	94700
šaltas	A	94669
vartai	N	94540
stogas	N	94397
vyriškis	N	94275
banga	N	94161
sovietas	N	94077
galerija	N	94032
vykdytojas	N	94030
sąnauda	N	93997
artimasis	N	93893
stoti	V	93882
išsiaiškinti	V	93809
fiksuoti	V	93778
darželis	N	93763
apeliacinis	A	93707
operatorius	N	93704
sieti	V	93568
paruošti	V	93515
momentas	N	93487
smūgis	N	93462
piniginis	A	93335
Paksas	Ns	93305
įrengimas	N	93201
tobulinti	V	93175
elementas	N	93056
nusipirkti	V	92894
laidas	N	92882
Afganistanas	Ng	92878
nesugebėti	V	92830
reguliuoti	V	92786
mėginti	V	92715
formuoti	V	92684
nepilnametis	N	92358
sutarti	V	92340
pilnas	A	92166
metalas	N	92020
unikalus	A	91921
skaitytojas	N	91910
dainininkė	N	91859
inspektorius	N	91815
buveinė	N	91795
nelabai	R	91694
išgyventi	V	91692
savanoris	N	91524
išskirtinis	A	91517
užfiksuoti	V	91200
pareikalauti	V	91190
kavinė	N	91189
mėn.	Y	91183
gelbėjimas	N	91134
nenustatyti	V	91013
suteikimas	N	90975
šaka	N	90864
steigimas	N	90718
šiltas	A	90531
detalė	N	90411
atkūrimas	N	90214
kėlinys	N	90112
kaltė	N	90083
įpareigoti	V	90071
rengėjas	N	89978
kaupti	V	89940
pusfinalis	N	89862
si	N	89698
pareigybė	N	89418
prastas	A	89410
dainininkas	N	89406
telkinys	N	89269
žaidynės	N	89164
va	I	88913
pageidauti	V	88871
gavimas	N	88778
tolimas	A	88715
Viktoras	Nf	88701
šou	N	88666
pakelti	V	88547
atlikimas	N	88537
protestas	N	88535
svetimas	A	88374
rekomenduoti	V	88191
bėgti	V	88183
rezervas	N	88074
atstovybė	N	88016
titulas	N	87959
domėtis	V	87913
išsiųsti	V	87877
asmenybė	N	87845
smegenys	N	87672
pasirengti	V	87667
vengti	V	87638
kūrimas	N	87625
sniegas	N	87599
akmuo	N	87576
maršrutas	N	87515
devyni	M	87488
Aleksandras	Nf	87473
patikėti	V	87456
ežeras	N	87454
areštas	N	87368
Landsbergis	Ns	87293
viceministras	N	87261
kunigas	N	87256
retai	R	87250
malonus	A	87202
oficialiai	R	87143
diplomatinis	A	87073
aplankyti	V	87038
patarimas	N	87036
informavimas	N	87004
abejoti	V	86854
atitiktis	N	86853
sėkla	N	86826
pasitraukti	V	86652
nusileisti	V	86603
modernus	A	86506
kalendorinis	A	86445
versija	N	86339
atsarga	N	86328
studijuoti	V	86311
padengti	V	86308
prietaisas	N	86162
truputis	N	86140
dvasia	N	86138
greta	N	86133
gėlė	N	86095
gamykla	N	86090
nusikaltėlis	N	86076
Danija	Ng	86059
vynas	N	85973
albumas	N	85928
specialistė	N	85924
stovykla	N	85845
tol	R	85801
naudotojas	N	85785
šv.	Y	85717
kabinetas	N	85695
apsispręsti	V	85677
link	S	85653
anglas	N	85565
įtarimas	N	85517
būrys	N	85504
paremti	V	85476
septintas	M	85366
kamera	N	85355
metodika	N	85293
studija	N	85176
pirmauti	V	85153
baras	N	85152
alternatyvus	A	85145
incidentas	N	85088
krantas	N	84997
karalystė	N	84970
išsilavinimas	N	84947
personalas	N	84939
pamiršti	V	84778
MA	Y	84770
pilis	N	84690
grėsti	V	84659
slaptas	A	84652
akimirka	N	84629
pasiruošti	V	84509
Obama	Ns	84452
rekomendacija	N	84413
skandalas	N	84371
cukrus	N	84367
lengvata	N	84363
dailė	N	84166
lankyti	V	84138
praeitis	N	84091
pasirinkimas	N	83962
kūrybinis	A	83959
Paulauskas	Ns	83908
surašyti	V	83897
interviu	N	83889
tendencija	N	83850
ugniagesys	N	83727
turtingas	A	83716
metimas	N	83675
kolektyvas	N	83536
plačiai	R	83499
vagis	N	83473
srautas	N	83431
galiausiai	R	83276
paminklas	N	83218
pakakti	V	83213
tona	N	83122
pajusti	V	83050
gyvulys	N	83046
netoli	S	82883
ieškinys	N	82804
paskatinti	V	82803
sekundė	N	82746
žvejyba	N	82727
sesuo	N	82645
Eurolyga	Np	82583
panaikinimas	N	82576
papasakoti	V	82473
pasisakyti	V	82430
Iranas	Ng	82393
Norvegija	Ng	82218
atrasti	V	82160
sutvarkyti	V	82129
apdovanoti	V	82007
prizas	N	81992
išsiskirti	V	81945
sėkmingas	A	81919
įspėti	V	81914
reaguoti	V	81904
paduoti	V	81799
Rimantas	Nf	81735
pristatymas	N	81721
pensininkas	N	81656
puslapis	N	81636
laikymas	N	81602
muitas	N	81569
NBA	Y	81444
papildomai	R	81292
virti	V	81245
Korėja	Ng	81243
Valdas	Nf	81166
importuoti	V	81096
Vladimiras	Nf	81015
nepriimti	V	80987
pulti	V	80982
keitimas	N	80971
Trakai	Ng	80931
ministrė	N	80859
sudėti	V	80752
visoks	P	80729
pagerinti	V	80716
rašytojas	N	80705
trasa	N	80700
smarkiai	R	80626
vėliava	N	80597
aktualus	A	80582
Ignalina	Ng	80574
vaidinti	V	80566
eilinis	A	80534
sunaikinti	V	80483
stambus	A	80474
vizitas	N	80419
senelis	N	80331
linkti	V	80306
paskelbimas	N	80250
pavedimas	N	80191
terminalas	N	80188
priešgaisrinis	A	80130
misti	V	80051
ramus	A	80019
teisingai	R	80001
įsivaizduoti	V	79997
specialiai	R	79992
nedarbas	N	79836
duona	N	79789
manymas	N	79746
kompleksas	N	79728
orlaivis	N	79726
nuostabus	A	79679
neprieštarauti	V	79621
apmokėjimas	N	79576
veiksnys	N	79522
perspektyva	N	79495
baldas	N	79446
visiškas	A	79435
įtampa	N	79369
Suomija	Ng	79347
lietus	N	79281
sovietinis	A	79208
išpuolis	N	79151
virsti	V	79142
seksas	N	79137
rezultatyvus	A	79088
neslėpti	V	79045
žiedas	N	79016
religinis	A	78980
rekordas	N	78879
nerasti	V	78791
nueiti	V	78755
opera	N	78755
gabenti	V	78667
paketas	N	78620
vagystė	N	78519
bedarbis	N	78466
plėtoti	V	78452
kompiuterinis	A	78387
nepaisyti	V	78326
gim.	Y	78319
dėstyti	V	78276
atsiskaityti	V	78270
požymis	N	78153
diskutuoti	V	78144
ugnis	N	78121
užtekti	V	78030
iškart	R	77972
gausus	A	77968
atleidimas	N	77958
nelaimingas	A	77942
vidutiniškai	R	77931
visur	R	77913
eil.	Y	77905
atkovoti	V	77874
konstatuoti	V	77836
realizuoti	V	77829
įvardyti	V	77739
rinkinys	N	77570
valstietis	N	77494
drama	N	77403
neva	Q	77373
daugiabutis	N	77282
baimė	N	77267
šiaip	R	77151
išorinis	A	77145
uostamiestis	N	76999
vėžys	N	76997
pralaimėjimas	N	76990
sutrikimas	N	76987
nesutikti	V	76968
įspūdingas	A	76932
svajonė	N	76895
bazinis	A	76869
egzistuoti	V	76831
Kėdainiai	Ng	76824
prisijungti	V	76821
tenisas	N	76813
Linas	Nf	76801
aprašyti	V	76796
kapinės	N	76758
atšaukti	V	76743
draugė	N	76690
įvaizdis	N	76670
treniruotė	N	76617
demokratas	N	76597
perskaityti	V	76565
klinika	N	76493
skolininkas	N	76489
draugija	N	76414
vežėjas	N	76404
pervesti	V	76292
išvežti	V	76284
gimtadienis	N	76280
lytis	N	76265
ilgis	N	76261
atsitikti	V	76248
ryškus	A	76072
paauglys	N	76049
likviduoti	V	76044
nukreipti	V	75877
profesionalus	A	75835
buvimas	N	75741
kompetentingas	A	75726
Aras	Nf	75695
protingas	A	75641
neblaivus	A	75577
pedagogas	N	75566
drauge	R	75442
vienodas	A	75441
išvysti	V	75401
tolesnis	A	75392
apsilankyti	V	75366
kairys	A	75358
visuomet	R	75317
dalia	N	75267
detalus	A	75181
Rolandas	Nf	75166
medinis	A	75125
trečdalis	N	75074
norėtis	V	75009
efektyvus	A	74978
rungtyniauti	V	74938
naujai	R	74926
Dalia	Nf	74861
puolėjas	N	74839
sakinys	N	74839
Aras	Ng	74749
lova	N	74729
Arvydas	Nf	74629
Afrika	Ng	74595
nedaryti	V	74540
atgal	R	74488
pernelyg	R	74462
atvažiuoti	V	74446
panašiai	R	74397
pavogti	V	74370
krikščionis	N	74351
tapatybė	N	74335
neviršyti	V	74322
užpildyti	V	74304
Ryga	Ng	74260
cigaretė	N	74203
lygiai	R	74170
stiprinti	V	74114
paveikslas	N	74063
dešinys	A	74034
stadionas	N	73962
ataka	N	73941
įstatai	N	73905
mis	N	73899
vestuvės	N	73875
Anykščiai	Ng	73775
tegul	Q	73754
dantis	N	73687
Gintaras	Nf	73561
kiaulė	N	73529
kuo	C	73512
užbaigti	V	73389
tarnauti	V	73382
kryžius	N	73314
galingas	A	73300
sužaloti	V	73281
sektis	V	73267
romanas	N	73185
X	M	73166
daktaras	N	73128
antstolis	N	73051
ištirti	V	73035
žengti	V	72739
tuoj	R	72735
sportinis	A	72656
ruošti	V	72606
saugojimas	N	72575
Robertas	Nf	72563
prognozė	N	72427
Sodra	Np	72322
miegoti	V	72214
choras	N	72211
Arūnas	Nf	72204
staiga	R	72202
kisti	V	72199
Venckienė	Ns	72183
pasižymėti	V	72111
MAZ	Np	72104
MAZ	Y	72104
dvaras	N	72067
Airija	Ng	72038
unija	N	72020
sprogimas	N	71817
pagarba	N	71776
mažuma	N	71658
psichologinis	A	71578
skonis	N	71577
Paulius	Nf	71519
neretai	R	71441
veislė	N	71416
pasitaikyti	V	71399
užsiregistruoti	V	71354
išmokti	V	71327
Juršėnas	Ns	71280
Čekija	Ng	71253
gimimas	N	71246
aukštis	N	71184
koncentracija	N	71151
nemanyti	V	71151
nelikti	V	71134
groti	V	71133
mielas	A	71103
nužudymas	N	71091
kilogramas	N	71089
pardavėjas	N	71083
Niujorkas	Ng	71071
užtikrinimas	N	71037
benzinas	N	71012
džiaugsmas	N	70999
grūdas	N	70965
valda	N	70964
materialinis	A	70781
trukdyti	V	70779
vaistinė	N	70738
virtuvė	N	70723
tikrinimas	N	70712
paversti	V	70705
bene	Q	70665
atitekti	V	70661
masinis	A	70646
narystė	N	70589
tikslus	A	70551
kolektyvinis	A	70387
žuvininkystė	N	70346
latvis	N	70341
rezoliucija	N	70326
kvapas	N	70171
išmesti	V	70117
nelegalus	A	70114
demonstruoti	V	70076
būdingas	A	69973
kaltinamasis	N	69948
nebebūti	V	69932
perdirbimas	N	69900
eilutė	N	69760
dailininkas	N	69744
italas	N	69725
Marija	Nf	69725
aštuntas	M	69694
prieiti	V	69671
sluoksnis	N	69641
užsakymas	N	69619
nutraukimas	N	69565
nemažas	A	69555
Paryžius	Ng	69537
sustiprinti	V	69435
mechanizmas	N	69412
aptarnavimas	N	69382
indeksas	N	69296
pirštas	N	69137
žymus	A	69126
Irena	Nf	69090
rimtai	R	69083
atsiprašyti	V	69066
reiškinys	N	69046
ambasadorius	N	69007
mėgėjas	N	68999
nupirkti	V	68991
Elta	Np	68974
sparčiai	R	68945
audinys	N	68934
delegacija	N	68908
sav.	Y	68896
maksimalus	A	68785
laboratorija	N	68729
muzikantas	N	68727
darbininkas	N	68716
sustoti	V	68708
niekur	R	68707
pažiūrėti	V	68663
kava	N	68536
ambasada	N	68526
vaikystė	N	68451
trumpai	R	68334
aprašymas	N	68332
sužaisti	V	68319
ponia	N	68240
silpnas	A	68226
balas	N	68224
labdara	N	68220
Australija	Ng	68184
Indija	Ng	68182
įsipareigoti	V	68066
stažas	N	67986
stiklas	N	67915
nukristi	V	67891
Rūta	Nf	67889
Roma	Ng	67880
alternatyva	N	67740
aplinkinis	A	67709
konsultantas	N	67698
kapitonas	N	67649
nesėkmė	N	67613
rašytinis	A	67570
seksualinis	A	67516
Sirija	Ng	67474
suknelė	N	67424
auksinis	A	67399
armija	N	67382
reakcija	N	67359
kalinys	N	67334
rekonstrukcija	N	67316
aviacija	N	67311
turgus	N	67233
reorganizavimas	N	67202
kalbėtis	V	67171
medicininis	A	67128
agentas	N	67062
keleri	P	67016
fotografija	N	66981
bėda	N	66964
dveja	N	66959
veikėjas	N	66943
kietas	A	66931
neabejoti	V	66922
apdrausti	V	66902
realybė	N	66881
ceremonija	N	66787
ts	I	66773
simbolis	N	66677
Radviliškis	Ng	66659
prisiimti	V	66651
kandidatūra	N	66648
sukaupti	V	66633
katė	N	66626
nesvarbus	A	66569
sveikinti	V	66512
bulvė	N	66507
pakuotė	N	66498
išbandyti	V	66489
kancleris	N	66433
gimtas	A	66321
sunkumas	N	66320
reikšmingas	A	66275
W	Y	66134
girtas	A	66113
atverti	V	66108
žaliava	N	66098
diplomatas	N	66097
ginkluoti	V	65881
Šveicarija	Ng	65878
komisaras	N	65875
skatinimas	N	65870
gebėjimas	N	65815
nereikalingas	A	65800
retas	A	65744
koordinuoti	V	65729
steigėjas	N	65722
atnešti	V	65713
profesija	N	65668
JT	Y	65649
lošimas	N	65633
senatvė	N	65623
spaudimas	N	65610
Uspaskichas	Ns	65602
teisininkas	N	65563
kvietimas	N	65560
ispanas	N	65520
sąjūdis	N	65487
pajėgumas	N	65480
koncepcija	N	65475
kovotojas	N	65371
higiena	N	65358
sujungti	V	65324
apriboti	V	65301
nemokamai	R	65256
užregistruoti	V	65254
internetinis	A	65195
aukštai	R	65189
Snoras	Np	65142
tenkinti	V	65142
kiaušinis	N	65115
išvardyti	V	65105
neįgalusis	N	65102
paviršius	N	64948
pastraipa	N	64939
kriminalas	N	64936
stipriai	R	64912
fakultetas	N	64908
mg	Y	64861
įvykdymas	N	64843
schema	N	64821
tuščias	A	64806
apibūdinti	V	64783
išimtis	N	64762
dvikova	N	64756
tinklalapis	N	64739
skirstyti	V	64617
turėtojas	N	64614
pusantro	M	64531
nedaug	R	64529
įrankis	N	64469
šalia	R	64425
mugė	N	64402
LKL	Y	64340
atskirti	V	64252
senamiestis	N	64242
sertifikatas	N	64183
matavimas	N	64059
tikėjimas	N	64042
milijardas	M	64030
Algimantas	Nf	64005
devintas	M	64000
analizuoti	V	63993
suformuoti	V	63939
aspektas	N	63883
emocija	N	63835
ramiai	R	63766
orkestras	N	63748
LNK	Np	63725
pažadėti	V	63676
priedėlis	N	63666
technologinis	A	63664
pavaldus	A	63646
atnaujinimas	N	63518
tęstis	V	63466
KGB	Y	63437
